PROBABILITY,MAE_overall,MAE_reward_minus_1,MAE_reward_0,MAPE_positive
0.5,0.018031818293221296,0.014165747504719876,0.003501543419052418,2.583470253682718
0.1,0.007249696709495038,0.033757976402982996,0.0036546601816004392,2.2636215825611776
0.3,0.005707134240726009,0.008144592346659131,0.0002919134112850259,1.4337847566135382
0.7,0.013080706870928407,0.021030395559855676,0.00807004079094093,0.46693619697627037
0.9,0.021134583180397747,0.004078665665232986,0.037562627971113434,1.7225266754627229
